epoch,step,train_loss,val_acc,val_loss
0,214,,0.8080000281333923,0.49968814849853516
0,214,0.7859501242637634,,
1,429,,0.8324000239372253,0.45251333713531494
1,429,0.5242801308631897,,
2,644,,0.8489999771118164,0.40466952323913574
2,644,0.47507795691490173,,
