epoch,step,test_acc,test_loss,train_loss,val_acc,val_loss
0,214,,,,0.7904000282287598,0.5399287343025208
0,214,,,0.8416126370429993,,
1,429,,,,0.8366000056266785,0.45909321308135986
1,429,,,0.49880167841911316,,
2,644,,,,0.854200005531311,0.40157753229141235
2,644,,,0.429490864276886,,
3,859,,,,0.864799976348877,0.3675532042980194
3,859,,,0.38588958978652954,,
4,1074,,,,0.8605999946594238,0.3699384033679962
4,1074,,,0.35443878173828125,,
5,1289,,,,0.878600001335144,0.3402198255062103
5,1289,,,0.33315274119377136,,
6,1504,,,,0.8794000148773193,0.32763850688934326
6,1504,,,0.319221168756485,,
7,1719,,,,0.8841999769210815,0.3187803030014038
7,1719,,,0.3060213327407837,,
8,1934,,,,0.8885999917984009,0.3149507939815521
8,1934,,,0.2921459972858429,,
9,2149,,,,0.8916000127792358,0.3002353608608246
9,2149,,,0.2821362614631653,,
10,2364,,,,0.88919997215271,0.30340147018432617
10,2364,,,0.2741137742996216,,
11,2579,,,,0.8903999924659729,0.3031691312789917
11,2579,,,0.2691812217235565,,
12,2794,,,,0.8917999863624573,0.30778124928474426
12,2794,,,0.25853976607322693,,
13,3009,,,,0.8934000134468079,0.2956642210483551
13,3009,,,0.25201064348220825,,
14,3224,,,,0.8953999876976013,0.2904878854751587
14,3224,,,0.2468787431716919,,
15,3439,,,,0.8907999992370605,0.3016917109489441
15,3439,,,0.2421761006116867,,
16,3654,,,,0.892799973487854,0.29363641142845154
16,3654,,,0.23497867584228516,,
17,3869,,,,0.894599974155426,0.2927476763725281
17,3869,,,0.22711187601089478,,
18,4084,,,,0.8970000147819519,0.28354519605636597
18,4084,,,0.2221536785364151,,
19,4299,,,,0.9017999768257141,0.2846630811691284
19,4299,,,0.2156042754650116,,
20,4514,,,,0.8949999809265137,0.2880246341228485
20,4514,,,0.21151557564735413,,
21,4729,,,,0.8999999761581421,0.2851170003414154
21,4729,,,0.20438627898693085,,
22,4944,,,,0.8999999761581421,0.2982043921947479
22,4944,,,0.2024017572402954,,
23,5159,,,,0.890999972820282,0.2953346073627472
23,5159,,,0.19777359068393707,,
24,5374,,,,0.8985999822616577,0.2915596067905426
24,5374,,,0.192666694521904,,
25,5589,,,,0.895799994468689,0.28740817308425903
25,5589,,,0.18682949244976044,,
26,5804,,,,0.9002000093460083,0.2907966673374176
26,5804,,,0.1845330148935318,,
27,6019,,,,0.9007999897003174,0.2890937328338623
27,6019,,,0.1823538839817047,,
28,6234,,,,0.899399995803833,0.29120612144470215
28,6234,,,0.17786139249801636,,
29,6449,,,,0.8960000276565552,0.30097296833992004
29,6449,,,0.174406498670578,,
30,6450,0.8981999754905701,0.2923947870731354,,,
