epoch,step,test_acc,test_loss,train_loss,val_acc,val_loss
0,214,,,,0.7915999889373779,0.5376585721969604
0,214,,,0.8420922160148621,,
1,429,,,,0.8366000056266785,0.46492138504981995
1,429,,,0.4989966154098511,,
2,644,,,,0.8546000123023987,0.4019084572792053
2,644,,,0.4304767847061157,,
3,859,,,,0.864799976348877,0.3689618408679962
3,859,,,0.3863837718963623,,
4,1074,,,,0.8626000285148621,0.3684433698654175
4,1074,,,0.35476335883140564,,
5,1289,,,,0.8777999877929688,0.3408431112766266
5,1289,,,0.33356618881225586,,
6,1504,,,,0.8758000135421753,0.3304372727870941
6,1504,,,0.3197270333766937,,
7,1719,,,,0.8841999769210815,0.31674808263778687
7,1719,,,0.30605700612068176,,
8,1934,,,,0.8877999782562256,0.31558072566986084
8,1934,,,0.29275989532470703,,
9,2149,,,,0.890999972820282,0.298954039812088
9,2149,,,0.2824593782424927,,
10,2150,0.8866999745368958,0.31793856620788574,,,
